project name,compile,gradle version,flaky tests
TuangWang/security:security,T,4.0.1,no test
TuangWang/security:security-app,T,4.0.1,no test
TuangWang/security:security-core,T,4.0.1,no test
TuangWang/security:security-demo,T,4.0.1,error
TuangWang/security:security-web,T,4.0.1,error
creaton60/chatbot,F,,N/A
adipolak/kotlin-coroutine-falafel-shop,T,4.10,no test
chenyduan/spring-boot-template:gradle-application,T,7.6,error
chenyduan/spring-boot-template:gradle-dependencies,T,7.6,no test
chenyduan/spring-boot-template:gradle-library,T,7.6,no test
hsugui/consuming-external-api,T,7.4.1,0
cesalberca/todomvc,F,4.2,N/A
vikramgulia/spring-react:react-app,T,4.8.1,no test
vikramgulia/spring-react:spring-app,T,4.8.1,0
jelmerk/liferay-gradle-plugin,F,1.7,N/A
sinwe/gradle-hazelcast-plugin,T,4.8,0
hdzitao/idea-editstarters-plugin,T,7.4.2,0
jonatino/JOGL2D,T,6.0.1,no test
stevehanson/spring-mvc-simple,F,,N/A
ADTRAN/gradle-scala-multiversion-plugin,T,6.3,0
rlewan/mailer-api,T,4.2.1,error
raymyers/ratpack-plugin,F,1.0,N/A
shoebox/gradle-haxe,T,2.14.1,error
yerinle/gradle_templates,F,,N/A
dstricks/gradle-build-announce-problems,F,,N/A
koenongena/gradle-compass-sample,F,,N/A
ae6rt/gradle-test-listener,F,,N/A
UKHomeOffice/dropwizard-sample-gradle,T,2.2,no test
willis7/soapui-gradle-plugin,F,2.12,N/A
gradle/gradle-jdocbook,F,1.9,N/A
alphagov/gradle-gatling-plugin,T,6.1.1,no test
liumangafei/spring-boot-jpa-mybatis-gradle,F,,N/A
Adrninistrator/UnitTest,T,6.2,error
bulivlad/vertx-codegen-plugin,T,6.0.1,0
XeonLyfe/1.12.2-Client-Base,T,4.9,no test
pulkitent/parking-lot-lld-oop-ood,T,4.10,error
thkoeln/BasicBundle,T,4.0,no test
bgorven/JNIBuilder,T,3.0,no test
MikeRippon/gradle-kotlin-template,F,3.3,N/A
rajsid1/java-bootstrap,F,,N/A
Amelia-Lopez/gradle-jmh-scala,F,3.1,N/A
frant-hartm/gradle-aggregate-test-report,F,,N/A
slavashvets/maven-from-gradle-example,T,2.14.1,no test
dragosbulugean/gradle-polyglot-jvm,F,,N/A
tkgregory/gradle-build-script-basics,T,7.5.1,0
forgo/keystore-gradle-plugin,T,5.4.1,0
mFrankowicz/openrndr-gradle-template,F,4.6,N/A
LiushuiXiaoxia/mybatis-plus-gradle-generator,F,5.0,N/A
kamkozlowski/mustache-gradle-plugin,F,,N/A
kropp/gradle-teamcity-gitversion-plugin,F,3.3,N/A
pomes/gradle-plugin-releaseme,F,2.14.1,N/A
vadeg/gradle-exhibitor-plugin,F,4.0,N/A
alexman-git/aqa_2.2_1_CardDeliveryTest_selenide,T,7.1,0
saitam91/UI-Test-Amazon-Java-Cucumber-Selenium,F,,N/A
curium-rocks/mitre-siphon,F,7.6,N/A
KVostok/exchangerate,T,7.1.1,0
wfhartford/flink-gradle,T,3.4.1,error
sunshower-io/gradle-plugins,F,2.12,N/A
valencra/Gradle-Example,T,3.5,no test
rashjz/test-gradle,T,1.9,error
mukhasir/GradleExerciseWithWrapper,T,2.13,no test
DarkGuardsman/GradlePropertyUpdater,F,4.0.1,N/A
bmuschko/gradle-testkit-gradlebuild,T,2.14,0
vatolinrp/sorts,F,3.5,N/A
mariogarcia/polyglot,F,,N/A
EasySpringBoot/kor,F,,N/A
ciazhar/spring-firebase-push-notification-service,F,4.2,N/A
LibraryOfCongress/simple-artifact-uploader,T,3.0,error
fuhoujun/e,F,2.14.1,N/A
MinecraftForge/ForgeGradle,T,7.4.2,no test
liaozihong/SpringBoot-Learning,F,,N/A
openbakery/gradle-xcodePlugin:libtest,T,6.9,error
openbakery/gradle-xcodePlugin:libxcode,T,6.9,error
openbakery/gradle-xcodePlugin:libxcodetools,T,6.9,error
openbakery/gradle-xcodePlugin:xcode-plugin,T,6.9,error
manikann/learn-contract-testing:pact,T,6.3,no test
manikann/learn-contract-testing:spring-cloud-contract,T,6.3,no test
AdamWojcicki1991/MyInstagram-Backend,T,6.6.1,0
shayandaneshvar/spring-webflux-rest-example,T,5.6.2,0
wnsgml972/java15-spring5-ci-cd-template,T,6.4.1,error
fvarrui/JavaPackager:winrun4j-launcher,T,6.8.3,no test
scana/ok-gradle:plugin,T,6.8,0
akhikhl/gretty,F,4.0,N/A
Jire/Charlatano,T,7.6,error
lumue/bootstrapping-gradle-java,F,,N/A
domix/poc-rogue-gradle,F,,N/A
lcavadas/gradle-devserver-plugin,F,,N/A
oss-ethinking/gradle-escenic-plugin:escenic-plugin,T,6.8,0
oss-ethinking/gradle-escenic-plugin:escenic-report,T,6.8,no test
TWCable/gradle-plugin-cq-package,F,4.0,N/A
rwinch/antora-gradle-plugin,T,7.0.2,0
qaware/xsd2java-gradle-plugin,T,7.2,error
gocal/android-emulator-plugin,F,2.12,N/A
JasperHehe/gradle-build-test,F,3.0,N/A
calliduslynx/gradle-log-on-failure,T,4.5.1,0
zowe/jenkins-library-fvt-gradle,F,4.10.2,N/A
i201418253/Test-Soap-Gradle,T,4.10.2,0
m2ci-msp/gradle-github-ivy-repo-plugin,T,4.9,0
nekisse-lee/intellij-gradle-spring5-study:sp5-chap12-bv,T,4.4,no test
nekisse-lee/intellij-gradle-spring5-study:sp5-chap12-gl,T,4.4,no test
nekisse-lee/intellij-gradle-spring5-study:spring-chap08-db,T,4.4,no test
nekisse-lee/intellij-gradle-spring5-study:spring-web-00,T,4.4,0
nekisse-lee/intellij-gradle-spring5-study:spring5,T,4.4,no test
nekisse-lee/intellij-gradle-spring5-study:spring5-chap04,T,4.4,no test
nekisse-lee/intellij-gradle-spring5-study:spring5-chap05,T,4.4,no test
nekisse-lee/intellij-gradle-spring5-study:spring5-chap06,T,4.4,no test
nekisse-lee/intellij-gradle-spring5-study:spring5-chap07-aop,T,4.4,no test
nekisse-lee/intellij-gradle-spring5-study:spring5-chap12,T,4.4,no test
nekisse-lee/intellij-gradle-spring5-study:spring5-chap13-session,T,4.4,no test
nekisse-lee/intellij-gradle-spring5-study:spring5-chap14,T,4.4,no test
nekisse-lee/intellij-gradle-spring5-study:spring5-chsp16-json,T,4.4,no test
nekisse-lee/intellij-gradle-spring5-study:sring5-chap09-mvc,T,4.4,no test
awakuwaku/spring-rest-docs-gradle-sample,T,6.6.1,0
itsmestefanjay/camunda-gradle-springboot-kotlin-example,T,7.3.1,no test
dubinsky/scalajs-gradle,T,7.6,0
robfletcher/gradle-vertx,F,,N/A
Scuilion/gradle-utils,F,2.8,N/A
ev3dev-lang-java/gradle-plugin,T,5.6.1,no test
punya/spark-gradle-test-example,F,2.4,N/A
i-am-a-paull/gradle-sublimetext-plugin,F,,N/A
Itiviti/gradle-repositories-plugin,F,,N/A
melix/mrjar-gradle,T,6.8.1,error
rubenandrebarreiro/apache-spark-api-flight-airports-average-departure-delays-minimum-spanning-tree,T,4.3,no test
srcclr/example-java-gradle,T,5.5.1,no test
ncurzon/gradle,F,,N/A
BlackDuckCoPilot/example-gradle-travis,F,3.2,N/A
jamierocks/Card,F,,N/A
Discord4J-Addons/Discord4J-Gradle-Plugin,T,2.9,error
michalborek/bower-to-prod-gradle-plugin,F,2.11,N/A
danskespil/gradle-plugin-test-spock-helpers,F,4.3,N/A
loda-kun/multiple-module-gradle:common,T,5.2.1,no test
loda-kun/multiple-module-gradle:service,T,5.2.1,no test
proticity-cloud/java-modern-gradle-plugin,F,5.6.1,N/A
SangHakLee/jacoco-offline-gradle,T,6.1,0
eXsio/querydsl-entityql-gradle-plugin,T,6.5.1,0
siddharajmane/gradleforspotbugs,T,6.4.1,0
nerds-odd-e/cypress-techsharing,T,7.1.1,0
carloseugenio/gradle-tomcat,T,5.5.1,0
vishalbagde/eclipseApp1,F,,N/A
bsideup/querydsl-gradle-idea,T,2.3,error
0x41111111/gradle-plus-docker,F,3.3,N/A
sahara3/gradle-tomcat-runner-plugin,T,5.6.4,no test
JerryDtj/iLove,T,5.1.1,error
Nowilltolife/picocli-minecraft,T,7.3.3,0
eschmar/javafx-custom-file-ext-boilerplate,T,7.5,no test
Tahanima/TheInternetAutomation,T,7.1,0
pulkitent/thoughtworks-game-of-life-assignment,T,5.4,0
cloudmusic-android/StudyGradleDemo:app,T,5.6.1,no test
cloudmusic-android/StudyGradleDemo:studygradlelibrary,T,5.6.1,no test
Minecrell/VanillaGradle,F,3.3,N/A
Pi4J/pi4j-example-minimal,T,6.6,no test
sglahn/gradle-dockerfile-plugin,T,6.7.1,0
pqixing/XModule,F,,N/A
pegasystems/pega-alertanalyzer,T,4.3.1,error
afinlay5/JavaAnnotations,T,4.7,error
Stickerifier/Stickerify,T,7.6,error
saqib22/CareChain-Corda_Blockchain,F,4.4.1,N/A
ParallelMC/ParallelUtils:api,T,7.3.1,no test
ParallelMC/ParallelUtils:modules,T,7.3.1,error
FlowSquad/devops-github-packages:devops-github-packages-library,T,6.4.1,no test
FlowSquad/devops-github-packages:devops-github-packages-main,T,6.4.1,error
brandy-kay/JWTAuthentication,T,7.5.1,0
cloudtechmasters/spring-boot-gradle-demo,F,,N/A
cloudtechmasters/springboot-tomcat-gradle-war,T,7.1,no test
incubyte/ci-cd-kata,T,7.2,0
yangxiaobinhaoshuai/gradle-plugin-template,T,7.1,no test
mborzenkov/jqf-gradle-plugin,T,6.7,no test
mike-neck/gradle-payara-unofficial-plugin:example,T,2.6,no test
mike-neck/gradle-payara-unofficial-plugin:plugin-core,T,2.6,error
cuzfrog/gradle-lean,T,4.7,error
Shopify/syrup-gradle,T,6.7.1,no test
xujiaao/gradle-composite-build-demo,F,2.14.1,N/A
srcdeps/srcdeps-gradle-plugin,F,3.5,N/A
felipefzdz/gradle-heroku-plugin:example,T,5.2,no test
Vraiment/gradle-jni-plugin,F,,N/A
jamierocks/KitchenSink,F,2.13,N/A
StickFeng/spider,F,,N/A
mvaldez/dropwizard-seed,T,4.2.1,no test
beepscore/webscraper-java,F,3.5,N/A
close2infinity/serverzoo,T,3.1,error
sudhirsrepo/SparkSql,T,3.3,error
JPL-IMCE/gov.nasa.jpl.imce.oml.core,F,script,N/A
symantecvip/vipclient,T,2.2,error
tonybaines/gradle-scratchpad,F,,N/A
trifork/gradle-plugins,F,,N/A
Vayana/gradle-demo,F,,N/A
tomekkaczanowski/gradle_1009,F,,N/A
StuyPulse/StuyLib,T,7.5.1,no test
kenshoo/gradle-fpm-plugin,F,,N/A
djangofan/WebDriverTestingTemplate,F,,N/A
ldaley/gradle-test-kit,F,1.10,N/A
buhe/gradle-gatling-plugin,F,2.0,N/A
alisiikh/gradle-scalaxb-plugin,F,4.10.3,N/A
bsletten/nk-gradle-plugin,F,,N/A
Co-Laon/claon-server,T,7.4.1,0
IBM/gradle-k8s-plugin,T,5.2.1,0
tw1nside/MCP-1.12.2-Gradle,T,7.1,no test
SoberGrim/Spring-CRUD-Gradle-MVC-demo,T,7.1,no test
tkhm/quarkus-openapi-sample-with-gradle,T,6.0.1,0
bhagavandas/UserRegistration---Gradle,T,7.4,0
iinm/gradle-task-generate-enums,T,7.0,no test
karthees05/cucumber-selenium-on-gradle,T,6.7,0
QuiltMC/gradle-convention-plugins,T,7.0,no test
daggerok/spring-boot-handlebars,F,2.11,N/A
bboylin/LineCounter,T,3.3,no test
sridharbandi/Selenium-Groovy-Junit-Template,T,4.4,0
PHPirates/java-template-project,T,7.5.1,0
ph4r05/javacard-gradle-template,F,6.6,N/A
literalice/gradle-aws-s3-sync,T,3.4.1,0
devsoap/ds-gradle-vaadin,T,6.0,0
form-com/diff-coverage-gradle:diff-coverage,T,7.2,0
form-com/diff-coverage-gradle:jacoco-filtering-extension,T,7.2,0
palador/xcore-example,F,,N/A
ToddGreenstein/springboot-couchbaseAPI-examples,T,3.3,0
Janloong-Doo/springboot-jingdg,F,,N/A
renanferrari/spark-heroku,T,2.13,error
HexoMod-tools/gradle-macro-preprocessor-plugin,T,4.10.3,0
abesto/gradle-kotlin-js-example,F,2.1,N/A
icon-project/gradle-javaee-plugin,T,6.4.1,0
b3nzchr3ur/gradle.cpp.example,F,,N/A
vmware-archive/gradle-dependency-alias-plugin,F,,N/A
LightGuard/gradle-maven-ant-test,F,,N/A
ewerk/gradle-plugins-samples,F,4.3.1,N/A
yjwfn/mybatis-generator-gradle-plugin:generator-plugin,T,3.3,no test
yjwfn/mybatis-generator-gradle-plugin:generator-sample,T,3.3,no test
BorroGG/BirdMeetingBot,T,6.7.1,0
NibrazKhan/Rest_Assured_API_Testing,F,,N/A
jojczykp/crypto,T,7.0,0
ralapple/text-example,T,7.5.1,error
kreiger/intellij-idea-build-gradle-simple,F,2.3,N/A
dims12/AntlrGradlePluginTest2,F,,N/A
mjedynak/spring-rmi-gradle-multiproject-example,F,,N/A
melix/gradle-variant-aware-dependency-resolution,F,2.6,N/A
m4kvn/LifeGame,F,,N/A
marcbperez/c-programming-security,F,3.4.1,N/A
JavaSaBr/RLib:rlib-common,T,5.4.1,0
JavaSaBr/RLib:rlib-fx,T,5.4.1,0
JavaSaBr/RLib:rlib-logger-api,T,5.4.1,no test
JavaSaBr/RLib:rlib-logger-impl,T,5.4.1,0
JavaSaBr/RLib:rlib-logger-slf4j,T,5.4.1,0
JavaSaBr/RLib:rlib-mail,T,5.4.1,0
JavaSaBr/RLib:rlib-network,T,5.4.1,1
JavaSaBr/RLib:rlib-testcontainers,T,5.4.1,0
Esemesek/spring-oauth2-example,T,3.4.1,no test
alan-yeh/gradle-plugins,F,,N/A
trickbooter/spark-gradle,F,2.14,N/A
sgalles/ceylon-gradle,F,2.2.1,N/A
jitpack-io/gradle-types,T,2.4,no test
zeromsi/tektoncd-spring-boot-gradle,T,6.0.1,no test
cacevedod/jte-test-gradle,T,6.3,0
manifold-systems/manifold-simple-gradle-project,T,7.2,0
herodes1991/gradle-quarkus-rest-client,T,5.4.1,0
victor-chunplam/order-system-poc,F,5.4.1,N/A
maksim77/ycf,T,6.6,no test
justyxxx/RestAssured,T,5.2.1,0
kohii/s3-gradle-build-cache-plugin,T,5.6,0
andredesousa/spring-postgres-testcontainers,T,7.2,0
TEAM-10612/TeamFinance,T,7.2,error
santoshjoshi/zookeeperLeaderElection,F,4.3,N/A
griffinryan/DoterEditor,F,7.3.1,N/A
EricSun2012/demo,T,4.6,0
aahmed-se/pulsar-io-gradle,T,6.1.1,0
Maitan21/SpringBoot_gradle,T,6.6.1,error
keeleys/graphQl-book-details,T,5.6.4,0
zladovan/gradle-avrohugger-plugin,T,6.1.1,0
bsideup/GradleThrift,F,2.0,N/A
spring-attic/rewrite-gradle,F,3.5,N/A
fntsoftware/gradle-plugin-markdown2pdf,T,4.5.1,error
siddhantkushwaha/Todd,T,6.1,no test
bentolor/microframeworks-showcase:jodd,T,6.6.1,0
bentolor/microframeworks-showcase:ninja,T,6.6.1,0
bentolor/microframeworks-showcase:pippo,T,6.6.1,0
bentolor/microframeworks-showcase:ratpack,T,6.6.1,0
bentolor/microframeworks-showcase:spark,T,6.6.1,0
bentolor/microframeworks-showcase:spring5,T,6.6.1,no test
sxfad/gradle-scripts,F,,N/A
Arisono/Gradle-demo,T,2.10,error
Nandtel/gear-service,T,4.7,no test
jzillmann/gradle-jmh-report,F,3.5,N/A
ayedo/jooq-modelator,T,6.5.1,0
inwc3/JMPQ3,T,7.3,error
yookeun/gradle-multi:gradle-multi-app,T,3.5,error
yookeun/gradle-multi:gradle-multi-core,T,3.5,no test
yookeun/gradle-multi:gradle-multi-web,T,3.5,error
mabroukm/IbmIntegrationBusGradlePlugin,F,,N/A
saikos/softeng17b,F,4.3.1,N/A
qmetry/qaf-blank-project-gradle,T,2.13,0
vamsidarbhamulla/cucumber-testng-rest-assured,T,6.0.1,error
pgilad/sprint-boot-mongodb-starter,T,4.4.1,error
zhurlik/wildfly-spring-webflux-example,F,4.4.1,N/A
bytedeco/gcc,F,6.7,N/A
lyz8jj0/oltu-oauth,F,4.8.1,N/A
creaton60/GameServer,F,,N/A
cjvogel1972/kube-dashboard,T,6.2,0
Meebuhs/disco-zoo-solver,T,4.10.1,error
SERG-Delft/jpacman,T,5.3,0
writeonk/SeleniumWebdriverGradleDemo,F,6.3,N/A
gradle/gradle-groovy-all:test,T,5.5.1,0
apigcc/apigcc-gradle-plugin,F,4.10,N/A
javagrails/bitapp,F,3.0,N/A
KelinTan/spring-boot-archetype:archetype-beans,T,6.7.1,no test
KelinTan/spring-boot-archetype:archetype-common,T,6.7.1,1
KelinTan/spring-boot-archetype:archetype-database,T,6.7.1,no test
KelinTan/spring-boot-archetype:archetype-demo-admin,T,6.7.1,no test
KelinTan/spring-boot-archetype:archetype-demo-api,T,6.7.1,error
KelinTan/spring-boot-archetype:archetype-demo-api-client,T,6.7.1,no test
KelinTan/spring-boot-archetype:archetype-demo-database,T,6.7.1,0
KelinTan/spring-boot-archetype:archetype-demo-gateway,T,6.7.1,no test
KelinTan/spring-boot-archetype:archetype-jwt,T,6.7.1,0
KelinTan/spring-boot-archetype:archetype-redis,T,6.7.1,0
KelinTan/spring-boot-archetype:archetype-rpc,T,6.7.1,no test
KelinTan/spring-boot-archetype:archetype-systest,T,6.7.1,no test
abelaska/abgaetest,F,,N/A
DanijelAskov/coloris,T,5.6.3,no test
palantir/jakarta-package-alignment:jakarta-package-alignment,T,7.6,error
palantir/jakarta-package-alignment:jakarta-package-alignment-mappings,T,7.6,error
jgbowser/2DGameEngine,T,7.1,no test
yinuo-ll/FileBrowser,T,7.1,no test
Arathi/odinms,F,,N/A
longdt/vertx-orm-example-gradle,F,,N/A
codingspecialist/Springboot-Gradle-RestDoc,T,7.4.1,0
platanus-kr/actions-for-gradle,T,7.4.1,0
okteto/java-gradle-webpack-react,F,5.2.1,N/A
ajay-kmr/gradle-multi-module-template,F,4.9,N/A
kortov/robocode-template-gradle,T,4.10.3,error
muthurajr/spark-gradle-template:spark1,T,6.2.2,0
muthurajr/spark-gradle-template:spark2,T,6.2.2,no test
kontext-e/jqassistant-gradle-plugin,T,7.1.1,0
takahirom/android-gradle-plugin-common-logic-sample:app,T,7.2,error
takahirom/android-gradle-plugin-common-logic-sample:library,T,7.2,error
OvermindDL1/ForgeGradle-MC1.7.10,F,2.6,N/A
jvalentino/gradlebook-03.05-hello-world-jacoco,T,4.3,error
anhgelus/gamelibrary,T,7.3.3,no test
6404-p6/ST6404-GradleOgJavaFX,T,4.10.3,no test
Darkhax/Tweedle,T,6.7.1,no test
myifeng/upload-download-java,T,7.0.2,0
F43nd1r/gradlekeepass,T,4.9,no test
harish-vnkt/design-pattern-code-generator,T,6.1.1,0
henninb/raspi-finance-endpoint,F,7.6,N/A
kamyabnz/srandom-backend,T,7.4,error
jesdin/taskmanager,F,4.8,N/A
open-source-release-demo/publish-java-github-actions,T,7.3,0
skoumalcz/teanity-plugin:plugin,T,6.7,error
H3AR7B3A7/ThymeleafExample,T,6.0.1,0
electronstudio/python-minecraft-plugin,T,5.2.1,no test
tekul/gradle-stuff,F,,N/A
minazou67/gradle-single-module-samples,F,2.3,N/A
Itiviti/gradle-tools-plugin,F,2.2.1,N/A
4finance/micro-deps-gradle-plugin,F,2.0,N/A
wantiancheng/scala-gradle-demo,F,,N/A
basakpie/vaadin-gradle-springboot-sample,F,3.1,N/A
harshild/gradle-java-seed,F,2.13,N/A
wolfs/gradle-idea-import-buildsrc,T,3.5,no test
rbiodies/Simple_Banking_System:Simple_Banking_System-task,T,7.3.3,error
rbiodies/Simple_Banking_System:util,T,7.3.3,no test
xPressed/JavaTemplates-CourseWork,T,7.4.1,0
gnagy/gradle-jena-plugin,T,2.9,no test
spring-media/gradle-sonarqube-conventions-plugin,T,2.9,error
honourednihilist/gradle-postgresql-embedded-example,T,4.3.1,error
karol-lotkowski/java8-dropwizard-gradle,T,2.5,no test
AutomationPanda/applitools-appium-android-webinar,T,7.2,0
josdem/vetlog-spring-boot,T,7.4,0
BNHM/berkeleymapper,F,,N/A
daggerok/kotlin-ktor,T,5.6,no test
hierynomus/scalariform-gradle-plugin,T,5.2.1,0
emil10001/ActionBarCompatExample,F,1.7,N/A
gwonsungjun/gradle-multi-module:sample-admin,T,4.10.3,0
gwonsungjun/gradle-multi-module:sample-api,T,4.10.3,0
gwonsungjun/gradle-multi-module:sample-common,T,4.10.3,0
Skyr/scmversion-gradle-plugin,F,2.14,N/A
mgljava/staging,T,4.8.1,0
gregwhitaker/bintray-publish-example:project-a,T,5.0,no test
gregwhitaker/bintray-publish-example:project-b,T,5.0,no test
gregwhitaker/bintray-publish-example:project-common,T,5.0,no test
nsavageJVM/apache-struts-starter,F,4.4,N/A
jrgleason/basic-jpa-template,F,,N/A
macnowak/GradleMultiModule,F,,N/A
ZenDarva/GradleMultiprojectExample,F,3.1,N/A
e13mort/GradleTaskTimerPlugin,T,3.1,error
sgrillon14/GradleSampleUt,F,3.2,N/A
clojuresque/nrepl,F,2.8,N/A
jastadd/jastaddgradle,T,6.9.1,0
numsg/spring-boot-seed,F,,N/A
bluekvirus/osgi-starterkit,F,,N/A
milesburton/ultimate-bundle-demo,F,,N/A
dfleta/bicipalma-streams-jacoco,T,6.1.1,error
franciscozuccala/inhibitor-plugin,T,4.1,0
ParchmentMC/Compass,T,7.4.2,error
FibreFoX/imagetransform-gradle-plugin,F,2.10,N/A
nwillc/buildInfo,T,4.2.1,no test
lahuman/BoardAPI,F,2.2,N/A
lxxc11/spring-boot-module,F,6.8.3,N/A
rholder/gradle-autojar,F,1.9,N/A
vamsidarbhamulla/serenity-cucumber-bdd-screenplay,T,4.9,0
aepfli/gradle-gitlab-repositories,T,6.9.3,0
Nimrodda/buildmetrics-gradle-plugin:buildmetrics,T,6.0.1,0
Nimrodda/buildmetrics-gradle-plugin:buildmetrics-amplitude,T,6.0.1,no test
Nimrodda/buildmetrics-gradle-plugin:buildmetrics-common,T,6.0.1,no test
Nimrodda/buildmetrics-gradle-plugin:buildmetrics-db,T,6.0.1,no test
Nimrodda/buildmetrics-gradle-plugin:buildmetrics-google-analytics,T,6.0.1,no test
Nimrodda/buildmetrics-gradle-plugin:buildmetrics-mixpanel,T,6.0.1,no test
kaisellgren/Words,F,,N/A
andrewrlee/wiremock-mongo-request-store:core,T,4.10.2,0
andrewrlee/wiremock-mongo-request-store:mongo-3-6,T,4.10.2,no test
andrewrlee/wiremock-mongo-request-store:sample,T,4.10.2,0
liachmodded/datapacks,F,4.10.3,N/A
patrikkarolyi/wikidatagame,T,4.8.1,0
KeerthiRam20/MedicalManagementSystem,T,7.3.2,error
jmh6672/gradle_multi_module:sub_common,T,7.1,no test
jmh6672/gradle_multi_module:sub_module_A,T,7.1,no test
jmh6672/gradle_multi_module:sub_module_B,T,7.1,no test
lemontia/gradle_multi_module:blog-api-server,T,6.7,no test
lemontia/gradle_multi_module:blog-common,T,6.7,no test
DolphaGo/spring-multi-module-example:module-api,T,6.7,no test
DolphaGo/spring-multi-module-example:module-core,T,6.7,0
DolphaGo/spring-multi-module-example:module-service,T,6.7,no test
nebula-plugins/gradle-ospackage-plugin,T,8.0,error
tommyettinger/gdx-liftoff,T,7.6,no test
mattbdean/JRAW,F,4.7,N/A
sofn/app-engine:common-core,T,7.4,error
sofn/app-engine:common-error,T,7.4,0
sofn/app-engine:example-deploy,T,7.4,error
sofn/app-engine:example-task,T,7.4,error
sofn/app-engine:example-user,T,7.4,error
sofn/app-engine:frame,T,7.4,error
yaodwwy/JavaTutorials,F,,N/A
Apalon/translation-tool,T,2.2,error
KrzysztofKowalczyk/idea_groovy_extension_error,F,,N/A
wumingyu12/JspDemo,F,,N/A
daggerok/from-zero-to-gradle-hero,F,4.7,N/A
BoGnY/Gradle-JavaFX-Package-Example,F,4.4.1,N/A
thekalinga/gradle-apt-plugin-eclipse-issue,T,4.6,error
wolfs/talk-gradle-30-mins-2018,T,4.9,no test
punya/gradle-pyspark-example,F,2.3,N/A
rkacode/scalatra-gradle-jetty,F,,N/A
Dictanova/gora-gradle-plugin,T,2.2.1,error
booz-allen-hamilton/lucene-gradle-example,T,3.1,no test
obsidiandynamics/warthog,T,7.5,0
hendisantika/soap-consumer,F,5.4.1,N/A
moueza/spring-mvc-hello-world-example-mkyong-gradle,T,5.3.1,no test
Kulawy/Java_Gradle-Selenium-jqueryui-comTest,T,4.8,0
letusfly85/gradle_de_maven_ant_tasks,F,,N/A
missedone/gradle-bintray-p2-plugin,F,2.13,N/A
tkgregory/gradle-java-library-plugin-consumer,T,7.6,error
EasyKotlin/chapter12_gradle_kotlin_script,F,,N/A
vierbergenlars/plugin-updates-gradle-plugin,T,6.7,0
jonnyzzz/gradle-java9c,F,4.6,N/A
zkovari/gradle-changelog-automation-plugin:changelog-automation-bin,T,6.2.2,0
zkovari/gradle-changelog-automation-plugin:changelog-automation-core,T,6.2.2,0
zkovari/gradle-changelog-automation-plugin:changelog-automation-gradle-plugin,T,6.2.2,0
erdi/idea-gradle-plugins,T,5.6.4,0
philfrei/AudioCue,T,4.3.1,error
usefulness/project-starter:android,T,7.6,error
usefulness/project-starter:config,T,7.6,error
usefulness/project-starter:jvm,T,7.6,error
usefulness/project-starter:multiplatform,T,7.6,error
usefulness/project-starter:quality,T,7.6,error
usefulness/project-starter:testing,T,7.6,error
usefulness/project-starter:versioning,T,7.6,error
DanijelAskov/expectiminimax-backgammon,T,5.2.1,no test
lgrignon/jsweet-gradle-plugin,T,6.7,0
trzpiot/spring-gradle-hexagonal-example,F,7.6,N/A
eltrino/gradle-php-plugin,F,,N/A
Arc-blroth/gradle-cargo-wrapper,T,7.5.1,no test
augi/gradle-docker-java,T,7.6,error
sVoxelDev/multi-platform-plugin-template:api,T,7.3,error
sVoxelDev/multi-platform-plugin-template:core,T,7.3,error
sVoxelDev/multi-platform-plugin-template:platform,T,7.3,error
diconium/spring-microservice-template,F,,N/A
spring-gradle-plugins/compatibility-test-plugin,T,6.8.3,0
akud/modular-java-example:authentication-application,T,5.0,error
akud/modular-java-example:authentication-client,T,5.0,error
akud/modular-java-example:authentication-models,T,5.0,1
nilsmagnus/wsdl2java,T,6.0.1,0
artyomd/Injector,T,5.6.2,no test
GradleFx/GradleFx,F,2.5,N/A
mmalohlava/gradle-visteg,T,6.5.1,0
fxg42/hello-mgl7361-gradle,F,,N/A
lets-blade/gradle-examples:gradle-hello,T,4.5,no test
lets-blade/gradle-examples:gradle-pack01,T,4.5,no test
lets-blade/gradle-examples:gradle-pack02,T,4.5,no test
p-baleine/vertx-gradle-template,F,2.0,N/A
dsvdsv/gradle-jetty-plugin,T,2.7,error
Renien/ETL-Starter-Kit,F,2.9,N/A
spinnaker/spinnaker-gradle-project:spinnaker-extensions,T,6.5.1,error
spinnaker/spinnaker-gradle-project:spinnaker-project-plugin,T,6.5.1,error
edvin/fxlauncher-gradle-plugin,F,2.13,N/A
Itiviti/gradle-nuget-plugin,T,6.2.2,0
ccrusius/gradle-erlang-plugin,T,3.0,error
jkazama/sample-micronaut-jpa,T,6.2.2,0
Mosect/Android-SmaliPlugin:plugin,T,6.8,0
Rob-Leggett/gradle_springboot_microservice,F,2.14.1,N/A
AlexBugrimov/otus-java:hw01-gradle,T,6.5.1,no test
AlexBugrimov/otus-java:hw02-DIYArrayList,T,6.5.1,0
AlexBugrimov/otus-java:hw03-annotations,T,6.5.1,error
AlexBugrimov/otus-java:hw04-gc,T,6.5.1,error
AlexBugrimov/otus-java:hw05-auto_log,T,6.5.1,no test
AlexBugrimov/otus-java:hw07-message_handler,T,6.5.1,error
AlexBugrimov/otus-java:hw08-json_object_writer,T,6.5.1,error
AlexBugrimov/otus-java:hw09-jdbc,T,6.5.1,error
AlexBugrimov/otus-java:hw10-hibernate,T,6.5.1,error
AlexBugrimov/otus-java:hw12-web_server,T,6.5.1,error
